Tournament,Date,Player1,Score1,Player2,Score2,Player3,Score3,Player4,Score4,Player_Count
Sodium Season 14 - 53-Iodine 2 game 1,2026-06-12,Weidenbaum,311,drodriguez,277,Fourierrr,276.0,GerisNezus,261.0,4
Sodium Season 14 - 18-Argon 1 game 1,2026-06-13,KTown,250,Rebel_Rebs,229,mooscolly,221.0,abobey,-5.0,4
Sodium Season 14 - 25-Manganese 2 game 1,2026-06-13,Dumnac,263,Jolli,245,javimb89,223.0,TeriyakiJaccuzi,-5.0,4
Sodium Season 14 - 32-Germanium 2 game 1,2026-06-13,condemor,390,CloneFish,349,Tyrtaios,323.0,ZioKhan,271.0,4
Sodium Season 14 - 33-Arsenic 1 game 1,2026-06-13,Bookhouseboy,249,nerficya,232,Ekdezel,202.0,Jmstoic,171.0,4
Sodium Season 14 - 38-Strontium 1 game 1,2026-06-13,TrilceAC,188,jonzewiespike,166,nicg,104.0,LordHomeOffice,91.0,4
Sodium Season 14 - 43-Technetium 1 game 1,2026-06-13,Gudimundi,270,AndriiN,248,Victory7,220.0,raist,214.0,4
Sodium Season 14 - 19-Potassium 2 game 1,2026-06-14,Franzy,273,CuJ,262,Vegeta4791,260.0,t-k-421,260.0,4
Sodium Season 14 - 25-Manganese 1 game 1,2026-06-14,Biggi86,201,albinsix,196,Crs,163.0,Mockingbird5,-5.0,4
Sodium Season 14 - 26-Iron 1 game 1,2026-06-14,KMMAL,121,Kermit19,85,Andreyko2003,78.0,Shiffdog,-4.0,4
Sodium Season 14 - 43-Technetium 2 game 1,2026-06-14,gabev,249,Spence2102,225,MoreHat,214.0,Depp,173.0,4
Sodium Season 14 - 25-Manganese 3 game 1,2026-06-15,RoboKay314,189,Francesco1812,178,kev5047,151.0,luigino71,132.0,4
Sodium Season 14 - 27-Cobalt 3 game 1,2026-06-15,Quokka,231,Cat12,209,mahlerian_shadow,156.0,gulper,-5.0,4
Sodium Season 14 - 31-Gallium 1 game 1,2026-06-15,Aaronwebber,295,SKJaCaRD,273,GamesClaw,163.0,SeanHandley,112.0,4
Sodium Season 14 - 39-Yttrium 2 game 1,2026-06-15,baodalanxin,290,Vangelisb,208,humanmoves,190.0,Dubz,172.0,4
Sodium Season 14 - 7-Nitrogen game 1,2026-06-15,AnBeLi3v4bLe,251,Dunketelin,227,Moskbnea,196.0,Tonino,-5.0,4
Sodium Season 14 - 13-Aluminium game 1,2026-06-16,Kruch,140,Leonidas33,139,Nymphaea,131.0,JS619,65.0,4
Sodium Season 14 - 32-Germanium 1 game 1,2026-06-16,Ddafaith,249,Rob13,213,Kelern,180.0,Mensha,171.0,4
Sodium Season 14 - 33-Arsenic 2 game 1,2026-06-16,Rolls.Royal,233,boogy5,217,Csannerud,144.0,baggioka,113.0,4
Sodium Season 14 - 35-Bromine 1 game 1,2026-06-16,OrionAlpha,240,Herdeksunek,235,Lammoth,124.0,sausagesky,109.0,4
Sodium Season 14 - 35-Bromine 2 game 1,2026-06-16,Bull3,192,theussner79,182,GrandHedgehog,177.0,Wennejoekel,117.0,4
Sodium Season 14 - 36-Krypton 2 game 1,2026-06-16,tronnemann,199,LeBonus,196,Legoman,190.0,JimmyLin,190.0,4
Sodium Season 14 - 38-Strontium 3 game 1,2026-06-16,pote,273,Haxxorn,226,EnozamaIV,217.0,RobertdeSable,202.0,4
Sodium Season 14 - 40-Zirconium 2 game 1,2026-06-16,ChipsAhoya,202,vagrantil,189,Amorin,139.0,Daemon3142,122.0,4
Sodium Season 14 - 42-Molybdenum 2 game 1,2026-06-16,Pieroz88,169,ed_vins,161,HopeForLuck,141.0,CouchKing,-5.0,4
Sodium Season 14 - 48-Cadmium 1 game 1,2026-06-16,Huettengaudi,292,eggmancs,267,brunoerwin,215.0,zadokk,204.0,4
Sodium Season 14 - 50-Tin game 1,2026-06-16,tupper,238,daimx,182,Papaver,180.0,Unterjochen,170.0,4
Sodium Season 14 - 57-Lanthanum game 1,2026-06-16,Majondor,326,Pitor,325,Yookie,313.0,Lech,292.0,4
Sodium Season 14 - Sodium Tier game 1,2026-06-16,Grozz,254,Arne,233,yaop,178.0,ERock37,154.0,4
Sodium Season 14 - 10-Neon 1 game 1,2026-06-17,Tomy_hexaper,242,eLGi,241,ArthursDad,192.0,Seiza,-5.0,4
Sodium Season 14 - 10-Neon 3 game 1,2026-06-17,ecec,180,DucciEmi,171,Podrik,98.0,Teadiddy14,-5.0,4
Sodium Season 14 - 21-Scandium 2 game 1,2026-06-17,Sapiocek,252,EugeneB,244,JakubZGandalfova,202.0,Monik,201.0,4
Sodium Season 14 - 27-Cobalt 1 game 1,2026-06-17,Pulpecja,212,Abuceb,114,Kartek,79.0,TribunX,-5.0,4
Sodium Season 14 - 34-Selenium 1 game 1,2026-06-17,pdx,166,McNulty,152,comant,129.0,kaeptnblaubaer,125.0,4
Sodium Season 14 - 39-Yttrium 1 game 1,2026-06-17,maunzzz,170,Masox,145,Sunmaster14_LV,142.0,taltal,134.0,4
Sodium Season 14 - 40-Zirconium 1 game 1,2026-06-17,Terence,334,Cooper,305,Panthera,208.0,jingjing123,-5.0,4
Sodium Season 14 - 49-Indium 2 game 1,2026-06-17,Silvester,321,Sonder.,266,CaesarSalah,252.0,FunkyLere,-5.0,4
Sodium Season 14 - 16-Sulfur 2 game 1,2026-06-18,Melon6688,282,Rob51,-2,luckrider,-5.0,Daze,-5.0,4
Sodium Season 14 - 20-Calcium game 1,2026-06-18,Panxo,249,Rick80,216,Revan,212.0,Exile,183.0,4
Sodium Season 14 - 22-Titanium game 1,2026-06-18,FireBones,275,Dzsabo,239,Fullynice,234.0,Dvd75,232.0,4
Sodium Season 14 - 29-Copper 4 game 1,2026-06-18,aoe2champ,273,Diogenes,264,Tomtomparking,233.0,MechJayTi2,170.0,4
Sodium Season 14 - 37-Rubidium 2 game 1,2026-06-18,Bizniouf,328,BirdOfPreyyy,296,MBlueMan,257.0,icepick_mn,198.0,4
Sodium Season 14 - 49-Indium 1 game 1,2026-06-18,Barnes,334,FirstOfDao,323,DavidSegoviano,273.0,Budde,270.0,4
Sodium Season 14 - 51-Antimony 1 game 1,2026-06-18,Raffaello,245,Momomillion,227,Doobie,205.0,Aranwar,198.0,4
Sodium Season 14 - 12-Magnesium game 1,2026-06-19,jdtyler7,334,justnomame,256,IrenaX,253.0,Bonneville22,-5.0,4
Sodium Season 14 - 23-Vanadium 2 game 1,2026-06-19,sorecats,338,firlefanzer,315,Mitchum,235.0,Micha501,218.0,4
Sodium Season 14 - 29-Copper 2 game 1,2026-06-19,Imiter,257,Cleveman,228,Drk,209.0,vbogoev,160.0,4
Sodium Season 14 - 23-Vanadium 1 game 1,2026-06-20,Polldrake,310,akira215,262,KubikD,250.0,Dienekes,201.0,4
Sodium Season 14 - 24-Chromium game 1,2026-06-20,RougeEconomist,331,Desgenais,291,salvor7,245.0,z0pfel,219.0,4
Sodium Season 14 - 31-Gallium 3 game 1,2026-06-20,IpaStian,240,Mike1313,236,J-dog,155.0,MaxBoomer,51.0,4
Sodium Season 14 - 38-Strontium 2 game 1,2026-06-20,Carbon14,252,BuWu,232,MurphyAKL,218.0,migoet,203.0,4
Sodium Season 14 - 10-Neon 2 game 1,2026-06-21,FrenkDeTank,237,xYotsuba,229,Saerleon,193.0,anonaki,-4.0,4
Sodium Season 14 - 16-Sulfur 1 game 1,2026-06-21,HolyOutlaw,267,prozio,259,FuManchu,194.0,2da6,194.0,4
Sodium Season 14 - 41-Niobium 1 game 1,2026-06-21,NFGM,198,haimke,180,loMucho,156.0,CrownKiller,-5.0,4
Sodium Season 14 - 47-Silver game 1,2026-06-21,Kay,232,LeonidasI,157,SuperHans,153.0,PlanarFreak,-4.0,4
Sodium Season 14 - 43-Technetium 3 game 1,2026-06-22,sergilicious,385,Garghiii,368,Arkadiussus,276.0,Aftheiss,272.0,4
Sodium Season 14 - 8-Oxygen game 1,2026-06-22,Mister_Pazel,231,gutibudoka,211,Icarium,171.0,Nitrosaurus24,-5.0,4
Sodium Season 14 - 14-Silicon game 1,2026-06-23,Jesaphi,327,Olunia,304,vratia,244.0,WraightCZ,220.0,4
Sodium Season 14 - 54-Xenon game 1,2026-06-23,Beebs,310,Shagrat,221,Magnotta85,199.0,pajada,144.0,4
Sodium Season 14 - 40-Zirconium 3 game 1,2026-06-24,Firedart,258,Oleksandr,240,Ralf-TtA,225.0,Radvan,199.0,4
Sodium Season 14 - 41-Niobium 2 game 1,2026-06-24,Gelato,206,CRocky,206,sodalppargkppakee,193.0,St-Amadeus,179.0,4
Sodium Season 14 - 45-Rhodium 2 game 1,2026-06-24,Turdle,273,Dragonite,232,Obinger_Alphons,200.0,ruby_buby,180.0,4
Sodium Season 14 - 11-Sodium game 1,2026-06-26,KorXo,291,bobcatbob,225,JohnnyMac,211.0,PacoHolliday,156.0,4
Sodium Season 14 - 44-Ruthenium game 1,2026-06-26,Trond79,239,MindKillazz,227,ElTanque35,201.0,phoang,188.0,4
Sodium Season 14 - 27-Cobalt 2 game 1,2026-06-28,saiggo16,172,Froggy42,141,Garban7,81.0,Impr,-5.0,4
Sodium Season 14 - 26-Iron 2 game 1,2026-06-30,Selya,205,Ioannis3,199,Tasso,198.0,Conzi,187.0,4
Sodium Season 14 - 51-Antimony 2 game 1,2026-07-01,Brightfuture,285,FenPlays,221,MartinW,210.0,DrRerNate,204.0,4
