Tournament,Date,Player1,Score1,Player2,Score2,Player3,Score3,Player4,Score4,Player_Count
Sodium Season 15 - 43-Technetium 2 game 1,2026-07-29,Pieroz88,207,ChipsAhoya,174,Firedart,116.0,Victory7,-4.0,4
Sodium Season 15 - 45-Rhodium 2 game 1,2026-07-29,NFGM,308,Jiffy,237,Garghiii,193.0,henrymerrivale,190.0,4
Sodium Season 15 - 47-Silver 2 game 1,2026-07-29,Unterjochen,179,brunoerwin,144,Rajeev,134.0,CaesarSalah,123.0,4
Sodium Season 15 - 51-Antimony 2 game 1,2026-07-29,RestlessMe,343,Cogito3,296,Doobie,277.0,eggmancs,272.0,4
Sodium Season 15 - 57-Lanthanum game 1,2026-07-29,Dantes,240,Boromir7,238,Shagrat,220.0,Weidenbaum,107.0,4
Sodium Season 15 - 24-Chromium game 1,2026-07-30,woodabooga,180,Desgenais,156,Archangel,140.0,Crs,103.0,4
Sodium Season 15 - 29-Copper 2 game 1,2026-07-30,zackg,250,Biggi86,240,Drk,206.0,wartin,-5.0,4
Sodium Season 15 - 39-Yttrium 2 game 1,2026-07-30,CouchKing,322,kenchan,221,vagrantil,205.0,GerwinW,-4.0,4
Sodium Season 15 - 55-Cesium 2 game 1,2026-07-30,Silvester,174,Yookie,159,drodriguez,145.0,Barnes,-4.0,4
Sodium Season 15 - 26-Iron 1 game 1,2026-07-31,Prashanth,263,Leonidas33,183,sorecats,175.0,Andreyko2003,139.0,4
Sodium Season 15 - 34-Selenium 1 game 1,2026-07-31,boogy5,270,Asperins,221,larshb,202.0,JimmyLin,185.0,4
Sodium Season 15 - 51-Antimony 1 game 1,2026-07-31,FirstOfDao,279,Momomillion,243,Huettengaudi,243.0,MartinW,205.0,4
Sodium Season 15 - 22-Titanium 4 game 1,2026-08-01,salvor7,266,Claudius74,221,Mockingbird5,218.0,Revan,212.0,4
Sodium Season 15 - 25-Manganese 2 game 1,2026-08-01,Marabu8,213,kev5047,156,vgiannog,145.0,Polldrake,118.0,4
Sodium Season 15 - 27-Cobalt 1 game 1,2026-08-01,KMMAL,349,NateHiggersonJR,280,Kartek,265.0,Kermit19,246.0,4
Sodium Season 15 - 29-Copper 1 game 1,2026-08-01,Mensha,275,Cristiancordeu,231,Cat12,212.0,tysat,138.0,4
Sodium Season 15 - 31-Gallium 1 game 1,2026-08-01,Gubbstyv,264,Imiter,212,eLGi,210.0,Kelern,150.0,4
Sodium Season 15 - 40-Zirconium 1 game 1,2026-08-01,raist,323,jonzewiespike,164,JoopHuizinga,163.0,Aftheiss,142.0,4
Sodium Season 15 - 43-Technetium 1 game 1,2026-08-01,virvett,180,DieKrake89,168,roverandom,146.0,Arkadiussus,118.0,4
Sodium Season 15 - 9-Fluorine game 1,2026-08-01,Bonneville22,290,JS619,243,JohnnyMac,242.0,gutibudoka,201.0,4
Sodium Season 15 - 25-Manganese 1 game 1,2026-08-02,Rasputin,271,javimb89,200,mahlerian_shadow,170.0,akira215,109.0,4
Sodium Season 15 - 42-Molybdenum 1 game 1,2026-08-02,DB.Starman,231,PhiTrigger,222,AndriiN,181.0,phoang,-5.0,4
Sodium Season 15 - 40-Zirconium 2 game 1,2026-08-03,Bull3,224,holy834,214,BirdOfPreyyy,181.0,Amorin,181.0,4
Sodium Season 15 - 11-Sodium 1 game 1,2026-08-04,Mister_Pazel,248,IrenaX,231,bobcatbob,213.0,Nymphaea,148.0,4
Sodium Season 15 - 29-Copper 3 game 1,2026-08-04,Selya,203,ZioKhan,140,Impr,134.0,Cleveman,122.0,4
Sodium Season 15 - 38-Strontium 1 game 1,2026-08-04,Sunmaster14_LV,300,OrionAlpha,249,St-Amadeus,226.0,pavelceska,197.0,4
Sodium Season 15 - 39-Yttrium 3 game 1,2026-08-04,tronnemann,221,Vangelisb,215,pote,180.0,sodalppargkppakee,141.0,4
Sodium Season 15 - 49-Indium game 1,2026-08-05,DrRerNate,220,Mkucharz,186,GerisNezus,173.0,DavidSegoviano,139.0,4
Sodium Season 15 - 46-Palladium 1 game 1,2026-08-06,FrenkDeTank,317,zadokk,293,SuperHans,271.0,pessen,196.0,4
Sodium Season 15 - 32-Germanium 1 game 1,2026-08-07,jdtyler7,250,RougeEconomist,239,Ratsia,223.0,Wennejoekel,-5.0,4
Sodium Season 15 - 41-Niobium 2 game 1,2026-08-07,ruby_buby,256,Carbon14,203,HopeForLuck,169.0,Bizniouf,-4.0,4
Sodium Season 15 - 6-Carbon game 1,2026-08-07,Tonino,279,Dunketelin,277,Nitrosaurus24,242.0,Moskbnea,88.0,4
Sodium Season 15 - 27-Cobalt 2 game 1,2026-08-08,RoboKay314,235,Ioannis3,218,TheElk,215.0,Mammaklaskern,-5.0,4
Sodium Season 15 - 45-Rhodium 1 game 1,2026-08-08,MindKillazz,222,Obinger_Alphons,218,Gudimundi,163.0,sergilicious,149.0,4
Sodium Season 15 - 61-Promethium game 1,2026-08-09,Beebs,249,ERock37,172,BlixLT,139.0,Majondor,120.0,4
Sodium Season 15 - 14-Silicon game 1,2026-08-10,ecec,263,Daze,236,FuManchu,235.0,vratia,194.0,4
Sodium Season 15 - 11-Sodium 2 game 1,2026-08-11,luckrider,246,WraightCZ,183,DucciEmi,157.0,KorXo,-5.0,4
Sodium Season 15 - 53-Iodine game 1,2026-08-12,saru,224,DarKStyle,145,tupper,138.0,FenPlays,131.0,4
