Tournament,Date,Player1,Score1,Player2,Score2,Player3,Score3,Player4,Score4,Player_Count
Survivors Cup 2026 Stage 9 - group 3 game 1,2026-08-07,Weidenbaum,165,Dethar,162,Gandin,119.0,,,3
Survivors Cup 2026 Stage 9 - group 1 game 1,2026-08-10,moemoe,320,Grozz,303,wolvs,291.0,,,3
Survivors Cup 2026 Stage 9 - group 2 game 1,2026-08-15,Martin_Pecheur,217,DireNTropy,186,Sellux,41.0,,,3
