Tournament,Date,Player1,Score1,Player2,Score2,Player3,Score3,Player4,Score4,Player_Count
French Open 2026 - group 132 game 1,2026-07-22,martinxjames,227,Vojvoda_Micko,190,Monik,148.0,Dunketelin,113.0,4
French Open 2026 - group 144 game 1,2026-07-22,Archangel,302,buso1705,291,Csannerud,255.0,StarLakeGuy,168.0,4
French Open 2026 - group 145 game 1,2026-07-22,Hampsink,275,omoi,208,backspace,-5.0,Axius9,-5.0,4
French Open 2026 - group 23 game 1,2026-07-22,GerisNezus,288,Daniii,180,ElTanque35,169.0,Zegs,156.0,4
French Open 2026 - group 37 game 1,2026-07-22,MarcinWol,267,Icallhimtest,258,Ulyssess,199.0,Garhett,173.0,4
French Open 2026 - group 79 game 1,2026-07-22,leothelion,286,lcesar34,262,Shincham,216.0,chobodrone,178.0,4
French Open 2026 - group 94 game 1,2026-07-22,Darkksun,252,LJSHUEN,223,HumusAmongUs,213.0,Cooper,210.0,4
French Open 2026 - group 99 game 1,2026-07-22,ThePerceptiveGamer,205,Sathran,175,MoreHat,169.0,EugeneB,156.0,4
French Open 2026 - group 122 game 1,2026-07-23,Jonny125,255,Aftheiss,254,RobertdeSable,236.0,Conzi,177.0,4
French Open 2026 - group 130 game 1,2026-07-23,ShPini,261,haimke,224,Tomtomparking,206.0,JoshyWiggins,185.0,4
French Open 2026 - group 16 game 1,2026-07-23,MartinW,278,ElKhan,271,DB.Starman,224.0,AnBeLi3v4bLe,159.0,4
French Open 2026 - group 160 game 1,2026-07-23,brumynut,245,Cat12,223,Prashanth,189.0,Krzolek,179.0,4
French Open 2026 - group 162 game 1,2026-07-23,Montu,259,OM_Para,172,Imiter,153.0,Nostradamus5321,-5.0,4
French Open 2026 - group 124 game 1,2026-07-24,FunkcniPC,294,cyb3k,193,Perrary,167.0,tue2k,153.0,4
French Open 2026 - group 154 game 1,2026-07-24,abobey,295,redantx,277,Asperins,271.0,DaddySparky,212.0,4
French Open 2026 - group 45 game 1,2026-07-24,xiaoduan,361,QAS,266,t-k-421,199.0,TheYoungDutch,124.0,4
French Open 2026 - group 70 game 1,2026-07-24,Papaver,213,jdtyler7,191,oleKanin,183.0,Meklaurufen,158.0,4
French Open 2026 - group 91 game 1,2026-07-24,Sophia,201,nattee,191,JoopHuizinga,182.0,Garban7,147.0,4
French Open 2026 - group 92 game 1,2026-07-24,Pants101,179,daimx,168,invalidName,158.0,Quokka,142.0,4
French Open 2026 - group 105 game 1,2026-07-25,DVDripXvid,299,Patelavache,267,Madivar,230.0,Amara,209.0,4
French Open 2026 - group 109 game 1,2026-07-25,Ddafaith,277,Veggis,240,Micha501,190.0,kngoswg,150.0,4
French Open 2026 - group 143 game 1,2026-07-25,Spriteule,325,szyszuniawiesz,258,Jmstoic,253.0,SolPanda,217.0,4
French Open 2026 - group 148 game 1,2026-07-25,Diogenes,345,Hengoroth,224,JackoKun,-5.0,hbendeguz,-5.0,4
French Open 2026 - group 152 game 1,2026-07-25,seviech,234,rem_Abaddon,220,stanze,199.0,sparkyal,187.0,4
French Open 2026 - group 17 game 1,2026-07-25,RestlessMe,278,AdumbusPrime,257,methak,212.0,Sapiocek,-5.0,4
French Open 2026 - group 19 game 1,2026-07-25,Bathman,156,Krex,155,Paajosh,148.0,docpain,127.0,4
French Open 2026 - group 20 game 1,2026-07-25,vitek,256,St-Amadeus,203,ERock37,195.0,psztika,156.0,4
French Open 2026 - group 44 game 1,2026-07-25,MindKillazz,142,FirstOfDao,130,Garri,124.0,Kivok,-4.0,4
French Open 2026 - group 69 game 1,2026-07-25,Mephist,188,jonzewiespike,170,sms18004,164.0,MiloslavIII,-4.0,4
French Open 2026 - group 74 game 1,2026-07-25,kevinsbane,240,Pavnco,223,kenchan,142.0,Padishar,-4.0,4
French Open 2026 - group 80 game 1,2026-07-25,Kimmo,218,Jurri,190,irule,186.0,Wyszek,176.0,4
French Open 2026 - group 98 game 1,2026-07-25,mikechike,251,BoatyMcBoatface,213,MeteorisVulcanus,186.0,Lech,186.0,4
French Open 2026 - group 108 game 1,2026-07-26,PacoHolliday,328,Dazzy,316,Minkus,284.0,C3POsMidriff,263.0,4
French Open 2026 - group 120 game 1,2026-07-26,wartin,179,brainac,165,TuZhao,125.0,thebigcheese,-4.0,4
French Open 2026 - group 121 game 1,2026-07-26,Dethar,188,condemor,150,Limubai,148.0,salvor7,122.0,4
French Open 2026 - group 135 game 1,2026-07-26,Frank92,288,JimBryan,204,Cristiancordeu,193.0,CRocky,170.0,4
French Open 2026 - group 2 game 1,2026-07-26,llsgnm,293,Mkucharz,226,Andreyko2003,192.0,Seppel,172.0,4
French Open 2026 - group 38 game 1,2026-07-26,Barnes,377,sTeVej,370,Gandy,279.0,MaxBoomer,221.0,4
French Open 2026 - group 73 game 1,2026-07-26,Bull3,249,Sawell,248,Borman,231.0,CuJ,107.0,4
French Open 2026 - group 8 game 1,2026-07-26,ArthursDad,286,Dzsabo,184,SullyWully,147.0,etJake,128.0,4
French Open 2026 - group 84 game 1,2026-07-26,lol1,183,SeanHandley,172,Desgenais,159.0,raist,151.0,4
French Open 2026 - group 86 game 1,2026-07-26,Rob_Stedman,347,PlanarFreak,254,BlueCardinal,244.0,Ferris,196.0,4
French Open 2026 - group 110 game 1,2026-07-27,petrau77,241,Kugi,166,Oyvind,135.0,Mitchum,-5.0,4
French Open 2026 - group 127 game 1,2026-07-27,Jesaphi,247,Wonski,174,BuddhaBoost,164.0,Rickanchamun,120.0,4
French Open 2026 - group 128 game 1,2026-07-27,Dvd75,249,BemuthBambai,237,henrymerrivale,222.0,UNICOKRATOS,200.0,4
French Open 2026 - group 25 game 1,2026-07-27,SpartacusImperator,259,SwaulgustusCaesar,206,Igelkotten,174.0,Dave777,127.0,4
French Open 2026 - group 29 game 1,2026-07-27,Terence,254,Turdle,242,InGodWeTrust,208.0,FabioMP,142.0,4
French Open 2026 - group 36 game 1,2026-07-27,Pigeonpostman,335,Panthera,256,Polldrake,248.0,OrionAlpha,210.0,4
French Open 2026 - group 39 game 1,2026-07-27,Rasputin,167,TrilceAC,124,Sirkopczyk,118.0,FlyGon,115.0,4
French Open 2026 - group 40 game 1,2026-07-27,zhangyuchen,318,Saerleon,219,Opi,202.0,LordHomeOffice,95.0,4
French Open 2026 - group 51 game 1,2026-07-27,MurphyAKL,229,Paolol65,211,RoboKay314,208.0,Dolling,189.0,4
French Open 2026 - group 64 game 1,2026-07-27,fugg,244,Sun_Zoo,211,ben0728,208.0,Budde,205.0,4
French Open 2026 - group 7 game 1,2026-07-27,GangwonTeacher,249,NoswordKnight,235,WhateverParsley,202.0,roverandom,185.0,4
French Open 2026 - group 89 game 1,2026-07-27,jokerchai,201,baodalanxin,191,WraightCZ,161.0,Olunia,-4.0,4
French Open 2026 - group 10 game 1,2026-07-28,NapoRules,243,Obinger_Alphons,237,Victory7,231.0,Beebs,226.0,4
French Open 2026 - group 12 game 1,2026-07-28,BitterBlossom,225,Leoneed.P87,175,Likas11,153.0,GamesClaw,12.0,4
French Open 2026 - group 161 game 1,2026-07-28,Zathio,242,razorsedger,167,bobcatbob,154.0,LudoH,-5.0,4
French Open 2026 - group 169 game 1,2026-07-28,dellcan,239,noobgo,-5,spdwhat,-5.0,nchenche,-5.0,4
French Open 2026 - group 42 game 1,2026-07-28,Yookie,243,olawaco,193,sttailtw,128.0,Gabriele,-4.0,4
French Open 2026 - group 47 game 1,2026-07-28,Aekk,330,SuperHans,281,Captn4wesome,248.0,refs,132.0,4
French Open 2026 - group 78 game 1,2026-07-28,jhutc,180,yaop,179,Mike1313,159.0,Kermit19,-5.0,4
French Open 2026 - group 85 game 1,2026-07-28,loMucho,318,Metil,315,belowfox,268.0,Oranim,192.0,4
French Open 2026 - group 96 game 1,2026-07-28,Dragonite,247,DieKrake89,245,Dovi,228.0,Hetman,221.0,4
French Open 2026 - group 1 game 1,2026-07-29,Kelvinator,187,Gubbstyv,173,sorecats,171.0,zackg,150.0,4
French Open 2026 - group 102 game 1,2026-07-29,ce.re,269,oldmutant,237,sackn,232.0,Ioannis3,198.0,4
French Open 2026 - group 115 game 1,2026-07-29,KTMatthews,241,Bedrich_H,238,Schedar,218.0,RuslanP,-4.0,4
French Open 2026 - group 126 game 1,2026-07-29,Boniu_bon,189,Dvale112,184,Suddoman,138.0,M.T,-4.0,4
French Open 2026 - group 33 game 1,2026-07-29,Lamont_Gu,206,CloneFish,168,Larsusvonundzu,143.0,Mammaklaskern,-5.0,4
French Open 2026 - group 49 game 1,2026-07-29,HolyOutlaw,306,Adrianobf,292,Hashlerka,292.0,verbalg,241.0,4
French Open 2026 - group 72 game 1,2026-07-29,JimmyLin,205,MidnightFox,161,colepiechotta,158.0,BureRF,122.0,4
French Open 2026 - group 81 game 1,2026-07-29,FenPlays,292,comant,194,humanmoves,166.0,Buiz,-5.0,4
French Open 2026 - group 106 game 1,2026-07-30,OblongOrange,270,Crs,251,Icarium,179.0,Jocik,130.0,4
French Open 2026 - group 14 game 1,2026-07-30,Gyphon,258,AdiQue,151,Oleksandr,122.0,skab12,93.0,4
French Open 2026 - group 142 game 1,2026-07-30,GoblinMatron,317,icepick_mn,293,Gympanse,250.0,Jolli,230.0,4
French Open 2026 - group 147 game 1,2026-07-30,Flower4,290,hardsoul,238,Dienekes,175.0,pjorge,152.0,4
French Open 2026 - group 155 game 1,2026-07-30,Masox,189,Boardello,179,Marchely,153.0,ctcheung,-5.0,4
French Open 2026 - group 166 game 1,2026-07-30,marcusesses1,306,Bonneville22,279,TomaszW,129.0,Djinges,-5.0,4
French Open 2026 - group 101 game 1,2026-07-31,Crowther,276,tiffelvet,237,Purplegoo,192.0,andregois,-5.0,4
French Open 2026 - group 103 game 1,2026-07-31,tysat,172,luckrider,170,Shiffdog,165.0,haakonaugustus,122.0,4
French Open 2026 - group 11 game 1,2026-07-31,Bad_Horse,340,Daze,268,Peaceminusone,251.0,RiRu,242.0,4
French Open 2026 - group 111 game 1,2026-07-31,ElDiabloAzul,182,landrew,161,qige,110.0,gusanitocruz,-5.0,4
French Open 2026 - group 134 game 1,2026-07-31,mahlerian_shadow,209,Izio,163,maciek,149.0,BennyV,144.0,4
French Open 2026 - group 136 game 1,2026-07-31,MajorGaz,220,Moskbnea,194,woodabooga,176.0,Bulb,-5.0,4
French Open 2026 - group 148 game 1,2026-07-31,Brightfuture,175,GerwinW,172,ViznessDaBizness,139.0,Franzy,121.0,4
French Open 2026 - group 159 game 1,2026-07-31,Jume,208,JS619,175,kev5047,162.0,EdWARlock,153.0,4
French Open 2026 - group 34 game 1,2026-07-31,andykr,222,FrenkDeTank,182,flutter,181.0,EmiratesOfHacan,75.0,4
French Open 2026 - group 48 game 1,2026-07-31,IpaStian,364,jjk,334,Alfonsillo,277.0,emifon90,192.0,4
French Open 2026 - group 57 game 1,2026-07-31,gaitimes,363,mezerrrrr,342,Lander90,333.0,Hengoroth,64.0,4
French Open 2026 - group 77 game 1,2026-07-31,CrownKiller,216,Boromir7,186,shohei,183.0,DonStino,104.0,4
French Open 2026 - group 82 game 1,2026-07-31,Rob13,224,KeNMansters,222,Herdeksunek,216.0,ClaridadNocturna,215.0,4
French Open 2026 - group 88 game 1,2026-07-31,ChampDeGlace,298,Cleveman,188,Kelern,172.0,Partyshank,154.0,4
French Open 2026 - group 123 game 1,2026-08-01,tkornai,275,Amorin,261,Karmoth,239.0,metternich,230.0,4
French Open 2026 - group 131 game 1,2026-08-01,tnawrocki,284,OodOok,258,Mister_Pazel,194.0,Nitrosaurus24,194.0,4
French Open 2026 - group 146 game 1,2026-08-01,vekijo,302,Dexray,295,Panxo,287.0,Jaja,273.0,4
French Open 2026 - group 149 game 1,2026-08-01,Monty1979,292,AsKier,279,Aardwolf44,274.0,Ladden,211.0,4
French Open 2026 - group 158 game 1,2026-08-01,mrcy,272,rustylantern,230,PatPunisher,168.0,SCN,145.0,4
French Open 2026 - group 66 game 1,2026-08-01,KidCanuck,378,poikai2,302,DavidSegoviano,244.0,Warstoryteller,224.0,4
French Open 2026 - group 83 game 1,2026-08-01,Gabilou,263,takusto_II,240,Rackare,234.0,ksfga,175.0,4
French Open 2026 - group 15 game 1,2026-08-02,Noash,179,Sonder.,134,Titiman,130.0,Melon6688,121.0,4
French Open 2026 - group 60 game 1,2026-08-02,pigfans,263,Vovka,241,Sr-Manteca,184.0,Bizniouf,116.0,4
French Open 2026 - group 107 game 1,2026-08-03,chefung,234,maunzzz,198,kemal,178.0,Kozzilla,97.0,4
French Open 2026 - group 137 game 1,2026-08-03,FabioBE81,266,Redda,222,FuManchu,206.0,Samantho,196.0,4
French Open 2026 - group 139 game 1,2026-08-03,Fullynice,182,Carbon14,171,johnboy,156.0,Irmo,99.0,4
French Open 2026 - group 30 game 1,2026-08-03,errliu,212,saru,158,Darek79,151.0,Tasso,-5.0,4
French Open 2026 - group 31 game 1,2026-08-03,Praetorianer,250,totsilence,225,ogre44444,193.0,BGTigger,104.0,4
French Open 2026 - group 32 game 1,2026-08-03,StonedHenge420,238,Sylvain,233,saiggo16,159.0,Pshemo,144.0,4
French Open 2026 - group 75 game 1,2026-08-03,aaaaa,209,luigino71,191,Sirovec,170.0,thomas.h.hoff,-5.0,4
French Open 2026 - group 133 game 1,2026-08-04,Firedart,296,2da6,255,Rick80,200.0,Tonino,194.0,4
French Open 2026 - group 167 game 1,2026-08-04,saZmer,243,cultro,229,IngussTT,137.0,XRipper,-5.0,4
French Open 2026 - group 18 game 1,2026-08-04,Cogito3,174,Selya,155,ChunkySam,128.0,WanderingWolf,-4.0,4
French Open 2026 - group 3 game 1,2026-08-04,DrRerNate,319,Execut0r,222,silverpaun,151.0,Bergen,114.0,4
French Open 2026 - group 87 game 1,2026-08-04,_sleepwalker,355,Bromios,316,Rebel_Rebs,247.0,vodka,224.0,4
French Open 2026 - group 95 game 1,2026-08-04,Netrom,156,aoe2champ,151,Boristina,151.0,phoang,-5.0,4
French Open 2026 - group 125 game 1,2026-08-05,Ralf-TtA,267,Ekdezel,230,SKJaCaRD,177.0,Rako,-4.0,4
French Open 2026 - group 156 game 1,2026-08-05,Michcio,281,TheKrunk,232,Chris10,210.0,vbogoev,193.0,4
French Open 2026 - group 28 game 1,2026-08-05,nicg,240,Enas,232,gamblerch,199.0,slinggtw,-5.0,4
French Open 2026 - group 52 game 1,2026-08-05,Scooti,232,Garghiii,192,Sakic19,185.0,Pancake1,-5.0,4
French Open 2026 - group 163 game 1,2026-08-06,TeriyakiJaccuzi,207,Moulbaert,191,Qirgi,184.0,Wombelbat,171.0,4
French Open 2026 - group 170 game 1,2026-08-06,CouchKing,310,Alebv,223,VladBenez,181.0,Haxxorn,-5.0,4
French Open 2026 - group 55 game 1,2026-08-06,blackwave,311,Zielonus,235,BerdBlond,219.0,minzent,-4.0,4
French Open 2026 - group 61 game 1,2026-08-06,Legoman,304,hyudun,257,KorXo,226.0,JackoKun,-5.0,4
French Open 2026 - group 67 game 1,2026-08-06,BlixLT,284,Gudimundi,122,Lenni010,122.0,Wennejoekel,-5.0,4
French Open 2026 - group 100 game 1,2026-08-07,jacksonray,178,JakPut,172,akira215,104.0,Urist,-4.0,4
French Open 2026 - group 141 game 1,2026-08-07,pj79,220,Mensha,216,Dimitris,171.0,mooscolly,128.0,4
French Open 2026 - group 27 game 1,2026-08-07,DarKStyle,177,brunoerwin,119,Nightvayne,-3.0,Castanicus,-5.0,4
French Open 2026 - group 54 game 1,2026-08-07,Sunmaster14_LV,218,Sektat,197,Rolls.Royal,192.0,Dumnac,174.0,4
French Open 2026 - group 35 game 1,2026-08-08,SvenSvift,223,Nymphaea,182,Bigsbyben,180.0,Dolio,175.0,4
French Open 2026 - group 68 game 1,2026-08-08,Composaurus,299,jonswar,204,ZioKhan,198.0,SafeT,133.0,4
French Open 2026 - group 22 game 1,2026-08-09,migoet,269,boogy5,264,TheElk,243.0,baggioka,122.0,4
French Open 2026 - group 24 game 1,2026-08-09,funestus,182,rap2,166,Adamez,127.0,Momomillion,111.0,4
French Open 2026 - group 59 game 1,2026-08-09,jRune,316,Nepgear,256,Noa1,189.0,wheelerruss,-4.0,4
French Open 2026 - group 65 game 1,2026-08-09,Froggy42,257,t0mk0t,211,gwfalcon,195.0,sodalppargkppakee,153.0,4
French Open 2026 - group 71 game 1,2026-08-09,Doobie,249,Kuter,170,Kecso,160.0,prozio,147.0,4
French Open 2026 - group 118 game 1,2026-08-10,Cresspahl,274,aivin,256,Cyrus_j2s,254.0,firlefanzer,214.0,4
French Open 2026 - group 168 game 1,2026-08-10,Modiarty,323,RJonkers,243,Jaan,-5.0,Seiza,-5.0,4
French Open 2026 - group 50 game 1,2026-08-10,BuWu,233,xYotsuba,188,Dread_84,176.0,AvanAgornin,111.0,4
French Open 2026 - group 113 game 1,2026-08-11,JiriHosek,211,Foxxx,182,Wolfdragons,140.0,Kazan,-4.0,4
French Open 2026 - group 76 game 1,2026-08-11,chris223,171,Wiktor,160,pdx,156.0,MrGekz,153.0,4
French Open 2026 - group 151 game 1,2026-08-12,vratia,296,RAKoS,241,LeBonus,208.0,PeskyGekko,-5.0,4
French Open 2026 - group 165 game 1,2026-08-12,jingjing123,289,Sopelek,209,vyvy,207.0,Ivan04,-5.0,4
French Open 2026 - group 21 game 1,2026-08-12,Waaaaaa,262,Brett13,221,Camy,183.0,TheCenturion,161.0,4
French Open 2026 - group 53 game 1,2026-08-19,KTown,157,RougeEconomist,151,Gurhuntar,137.0,IrenaX,118.0,4
French Open 2026 - group 43 game 1,2026-08-20,Drikhen,251,GrandHedgehog,245,Diogenes,143.0,Tyrtaios,133.0,4
