Tournament,Date,Player1,Score1,Player2,Score2,Player3,Score3,Player4,Score4,Player_Count
Mercurial Season 35 - 19-Potassium 1 game 1,2026-06-20,Huettengaudi,310,daimx,215,Martin_Pecheur,201.0,,,3
Mercurial Season 35 - 20-Calcium 2 game 1,2026-06-20,yaop,163,Gagic,140,Zegs,-3.0,,,3
Mercurial Season 35 - -5-Tier game 1,2026-06-21,JS619,275,Moskbnea,205,Gaulamos,148.0,,,3
Mercurial Season 35 - 11-Sodium 6 game 1,2026-06-21,BuWu,255,HumusAmongUs,190,Legoman,156.0,,,3
Mercurial Season 35 - 14-Silicon 4 game 1,2026-06-21,Gyphon,327,ChampDeGlace,317,Victory7,308.0,,,3
Mercurial Season 35 - 1-Hydrogen 4 game 1,2026-06-22,stanze,260,Saph4ir,168,JackoKun,-5.0,,,3
Mercurial Season 35 - 1-Hydrogen 5 game 1,2026-06-22,Sun_Zoo,315,BerdBlond,131,WraightCZ,-3.0,,,3
Mercurial Season 35 - 11-Sodium 2 game 1,2026-06-22,Kejml,204,Drk,172,vagrantil,171.0,,,3
Mercurial Season 35 - 11-Sodium 4 game 1,2026-06-22,condemor,348,joecackler,282,martinxjames,215.0,,,3
Mercurial Season 35 - 11-Sodium 7 game 1,2026-06-22,docpain,141,Jmstoic,141,Daemon3142,132.0,,,3
Mercurial Season 35 - 12-Magnesium 3 game 1,2026-06-22,Kimmo,172,comant,135,humanmoves,23.0,,,3
Mercurial Season 35 - 15-Phosphorus 3 game 1,2026-06-22,MurphyAKL,208,Gudimundi,142,henrymerrivale,142.0,,,3
Mercurial Season 35 - 16-Sulfur 1 game 1,2026-06-22,Mike1313,219,Yookie,162,Firedart,-5.0,,,3
Mercurial Season 35 - 3-Lithium 4 game 1,2026-06-22,Crs,262,bobcatbob,222,Hetman,97.0,,,3
Mercurial Season 35 - 5-Boron 2 game 1,2026-06-22,Froggy42,185,MajorGaz,149,Shiffdog,140.0,,,3
Mercurial Season 35 - 6-Carbon 3 game 1,2026-06-22,Bedrich_H,220,FireBones,204,Rob13,164.0,,,3
Mercurial Season 35 - 9-Fluorine 2 game 1,2026-06-22,ThePerceptiveGamer,206,Sarek,173,irule,-3.0,,,3
Mercurial Season 35 - 9-Fluorine 8 game 1,2026-06-22,Kivok,182,Rasputin,150,z0pfel,127.0,,,3
Mercurial Season 35 - 10-Neon 5 game 1,2026-06-23,Tomtomparking,221,guppyfry,179,Wennejoekel,167.0,,,3
Mercurial Season 35 - 13-Aluminium 4 game 1,2026-06-23,michasz,182,Tyrtaios,170,Sergeeeee,149.0,,,3
Mercurial Season 35 - 14-Silicon 3 game 1,2026-06-23,Malakesh,285,Panthera,228,TrilceAC,212.0,,,3
Mercurial Season 35 - 14-Silicon 6 game 1,2026-06-23,LeonidasI,233,Padishar,221,Cooper,211.0,,,3
Mercurial Season 35 - 2-Helium 3 game 1,2026-06-23,mahlerian_shadow,162,Redders,161,Seiza,-5.0,,,3
Mercurial Season 35 - 5-Boron 3 game 1,2026-06-23,Archangel,228,thomas.h.hoff,148,Akametsu,-5.0,,,3
Mercurial Season 35 - 8-Oxygen 4 game 1,2026-06-23,maciek,311,collace,204,Michcio,203.0,,,3
Mercurial Season 35 - 9-Fluorine 3 game 1,2026-06-23,Bathman,273,Cresspahl,202,javimb89,181.0,,,3
Mercurial Season 35 - 9-Fluorine 6 game 1,2026-06-23,andykr,199,jonzewiespike,198,SeanHandley,129.0,,,3
Mercurial Season 35 - 1-Hydrogen 6 game 1,2026-06-24,ecec,310,Karmoth,200,Dienekes,126.0,,,3
Mercurial Season 35 - 10-Neon 2 game 1,2026-06-24,Lammoth,137,Bookhouseboy,133,baggioka,116.0,,,3
Mercurial Season 35 - 10-Neon 3 game 1,2026-06-24,broskiumenyiora,230,Gubbstyv,225,Haxxorn,-5.0,,,3
Mercurial Season 35 - 10-Neon 6 game 1,2026-06-24,SKJaCaRD,234,Asperins,210,Csannerud,194.0,,,3
Mercurial Season 35 - 12-Magnesium 7 game 1,2026-06-24,kevinsbane,250,Kelern,209,migoet,125.0,,,3
Mercurial Season 35 - 13-Aluminium 3 game 1,2026-06-24,Parcival,229,Terence,222,Vi15So17,214.0,,,3
Mercurial Season 35 - 15-Phosphorus 1 game 1,2026-06-24,DarKStyle,245,Gelato,216,RoxasVen,192.0,,,3
Mercurial Season 35 - 15-Phosphorus 2 game 1,2026-06-24,ChipsAhoya,247,Magnotta85,245,Dayvs,180.0,,,3
Mercurial Season 35 - 2-Helium 2 game 1,2026-06-24,W1TCH0R,361,jdtyler7,225,mooscolly,172.0,,,3
Mercurial Season 35 - 5-Boron 1 game 1,2026-06-24,AnBeLi3v4bLe,159,J-dog,127,TribunX,-5.0,,,3
Mercurial Season 35 - 5-Boron 4 game 1,2026-06-24,Sirovec,177,greyshade,129,Olunia,126.0,,,3
Mercurial Season 35 - 5-Boron 5 game 1,2026-06-24,oleKanin,308,Garban7,263,jormapa,207.0,,,3
Mercurial Season 35 - 8-Oxygen 2 game 1,2026-06-24,Largos,211,Kermit19,194,Jume,193.0,,,3
Mercurial Season 35 - 11-Sodium 1 game 1,2026-06-25,TheElk,330,Ekdezel,309,Ratsia,241.0,,,3
Mercurial Season 35 - 11-Sodium 3 game 1,2026-06-25,Desgenais,212,Urist,164,brumynut,104.0,,,3
Mercurial Season 35 - 25-Manganese game 1,2026-06-25,ERock37,192,Palino,184,Dazzy,-3.0,,,3
Mercurial Season 35 - 6-Carbon 5 game 1,2026-06-25,Rick80,183,verbalg,181,Wyszek,179.0,,,3
Mercurial Season 35 - 7-Nitrogen 5 game 1,2026-06-25,skab12,240,petrau77,187,Dvd75,144.0,,,3
Mercurial Season 35 - 9-Fluorine 5 game 1,2026-06-25,aoe2champ,214,IpaStian,207,Boardello,171.0,,,3
Mercurial Season 35 - -1-Tier game 1,2026-06-26,metternich,218,gutibudoka,200,Kazan,-5.0,,,3
Mercurial Season 35 - 1-Hydrogen 3 game 1,2026-06-26,chessmonster,300,Kruch,177,Dunketelin,169.0,,,3
Mercurial Season 35 - 12-Magnesium 6 game 1,2026-06-26,bcnoexceptions,220,Pudroe,216,DieKrake89,198.0,,,3
Mercurial Season 35 - 14-Silicon 2 game 1,2026-06-26,ElKhan,255,tnawrocki,243,GoblinMatron,230.0,,,3
Mercurial Season 35 - 18-Argon 1 game 1,2026-06-26,CaesarSalah,237,roverandom,231,Amorin,181.0,,,3
Mercurial Season 35 - 19-Potassium 2 game 1,2026-06-26,Silvester,241,Lander90,220,PlanarFreak,184.0,,,3
Mercurial Season 35 - 7-Nitrogen 4 game 1,2026-06-26,MechJayTi2,254,vratia,248,KTown,233.0,,,3
Mercurial Season 35 - 9-Fluorine 7 game 1,2026-06-26,KEIL,238,Kartek,230,Wiktor,206.0,,,3
Mercurial Season 35 - 10-Neon 7 game 1,2026-06-27,MBlueMan,236,SteelKitten,228,saiggo16,188.0,,,3
Mercurial Season 35 - 14-Silicon 5 game 1,2026-06-27,Masox,227,Sakic19,217,DavidSegoviano,135.0,,,3
Mercurial Season 35 - 16-Sulfur 2 game 1,2026-06-27,ruby_buby,169,gabev,161,schwam,143.0,,,3
Mercurial Season 35 - 17-Chlorine 3 game 1,2026-06-27,drodriguez,180,Dragonite,173,holy834,136.0,,,3
Mercurial Season 35 - 24-Chromium game 1,2026-06-27,FirstOfDao,219,Pitor,197,Momomillion,169.0,,,3
Mercurial Season 35 - 3-Lithium 1 game 1,2026-06-27,ArthursDad,319,Monty1979,172,CuJ,154.0,,,3
Mercurial Season 35 - Mercurial Tier game 1,2026-06-27,wolvs,233,Grozz,186,Gutemetralla,176.0,,,3
Mercurial Season 35 - 0-Tier 3 game 1,2026-06-28,Fifagi,236,FuManchu,223,Tonino,-5.0,,,3
Mercurial Season 35 - 1-Hydrogen 1 game 1,2026-06-28,Marabu8,238,Rebel_Rebs,166,anonaki,-5.0,,,3
Mercurial Season 35 - 7-Nitrogen 3 game 1,2026-06-28,luigino71,198,Melon6688,148,Francesco1812,139.0,,,3
Mercurial Season 35 - -2-Tier game 1,2026-06-29,JohnnyMac,204,Fullynice,191,Redda,-5.0,,,3
Mercurial Season 35 - 13-Aluminium 1 game 1,2026-06-29,Rolls.Royal,195,Arkadiussus,154,chefung,131.0,,,3
Mercurial Season 35 - 16-Sulfur 5 game 1,2026-06-29,Sonder.,260,CouchKing,-5,jingjing123,-5.0,,,3
Mercurial Season 35 - 18-Argon 2 game 1,2026-06-29,Brightfuture,244,funnytortoise,207,Shagrat,118.0,,,3
Mercurial Season 35 - 6-Carbon 2 game 1,2026-06-29,noobgo,216,tanman,186,Vegeta4791,127.0,,,3
Mercurial Season 35 - 8-Oxygen 5 game 1,2026-06-29,Mockingbird5,200,Jesaphi,136,Ivan04,-5.0,,,3
Mercurial Season 35 - 1-Hydrogen 2 game 1,2026-06-30,Saerleon,255,IrenaX,172,dragonst33d,167.0,,,3
Mercurial Season 35 - 18-Argon 3 game 1,2026-06-30,Jiffy,239,zoldaria,232,Unterjochen,192.0,,,3
Mercurial Season 35 - 20-Calcium 1 game 1,2026-06-30,Raffaello,257,GerisNezus,201,Beebs,160.0,,,3
Mercurial Season 35 - 22-Titanium game 1,2026-06-30,Sylvain,243,Drikhen,243,pajada,-3.0,,,3
Mercurial Season 35 - 7-Nitrogen 1 game 1,2026-06-30,Daze,204,haimke,167,micropip,137.0,,,3
Mercurial Season 35 - 12-Magnesium 5 game 1,2026-07-01,JimmyLin,282,larshb,240,mikemast,223.0,,,3
Mercurial Season 35 - 13-Aluminium 6 game 1,2026-07-01,bryanckh,229,raist,189,EnozamaIV,184.0,,,3
Mercurial Season 35 - 2-Helium 4 game 1,2026-07-01,Nymphaea,158,RoboKay314,152,Mister_Pazel,130.0,,,3
Mercurial Season 35 - 21-Scandium 1 game 1,2026-07-01,jantteri,291,Cogito3,290,saru,221.0,,,3
Mercurial Season 35 - 6-Carbon 1 game 1,2026-07-01,Ioannis3,173,peppe76,165,Cristiancordeu,155.0,,,3
Mercurial Season 35 - 9-Fluorine 1 game 1,2026-07-01,sttailtw,183,Polldrake,176,ZioKhan,171.0,,,3
Mercurial Season 35 - 17-Chlorine 4 game 1,2026-07-02,tupper,175,FenPlays,125,NFGM,119.0,,,3
Mercurial Season 35 - 8-Oxygen 1 game 1,2026-07-02,RiRu,153,RougeEconomist,145,Purplegoo,136.0,,,3
Mercurial Season 35 - 9-Fluorine 4 game 1,2026-07-02,Ddafaith,281,Tasso,166,Diogenes,161.0,,,3
Mercurial Season 35 - 13-Aluminium 5 game 1,2026-07-03,Aaronwebber,152,pdx,150,DadboBaggins,139.0,,,3
Mercurial Season 35 - 15-Phosphorus 5 game 1,2026-07-03,kenchan,261,HopeForLuck,211,Tasku,197.0,,,3
Mercurial Season 35 - 15-Phosphorus 6 game 1,2026-07-03,Arcee,226,KarlThomas,195,MartinW,150.0,,,3
Mercurial Season 35 - 15-Phosphorus 4 game 1,2026-07-04,Cat12,164,Trond79,163,CrownKiller,52.0,,,3
Mercurial Season 35 - 4-Beryllium 1 game 1,2026-07-04,Cleveman,185,luckrider,166,kev5047,142.0,,,3
Mercurial Season 35 - 4-Beryllium 2 game 1,2026-07-04,FrenkDeTank,449,albinsix,227,HolyOutlaw,214.0,,,3
Mercurial Season 35 - 8-Oxygen 3 game 1,2026-07-04,seviech,240,Dzsabo,196,Captn4wesome,173.0,,,3
Mercurial Season 35 - 0-Tier 2 game 1,2026-07-05,DucciEmi,220,Icarium,202,pj79,191.0,,,3
Mercurial Season 35 - 17-Chlorine 2 game 1,2026-07-06,RestlessMe,191,Mattian12000,181,MindKillazz,175.0,,,3
Mercurial Season 35 - 3-Lithium 2 game 1,2026-07-06,Larsusvonundzu,211,Gr33ny,203,prozio,151.0,,,3
Mercurial Season 35 - 16-Sulfur 4 game 1,2026-07-08,Barnes,200,Praetorianer,180,Sunmaster14_LV,159.0,,,3
Mercurial Season 35 - 3-Lithium 3 game 1,2026-07-08,Monik,163,Dimitris,131,ViznessDaBizness,65.0,,,3
