Tournament,Date,Player1,Score1,Player2,Score2,Player3,Score3,Player4,Score4,Player_Count
Slow Burn S15 - Finals game 1,2026-08-31,wolvs,218,saru,171,DiddleySquat,135.0,,,3
Slow Burn S15 - Finals game 2,2026-08-31,wolvs,281,DiddleySquat,270,saru,242.0,,,3
Slow Burn S15 - Finals game 3,2026-08-31,wolvs,168,saru,156,DiddleySquat,-3.0,,,3
